method,damping,step,time,position_error,orientation_error,max_dq,condition_number,clipped
dls,0.0001,359,0.718,0.00860691,0.0141768,0.0250813,13.2522,0
dls,0.0001,360,0.72,0.00861413,0.0141781,0.0251395,13.2566,0
dls,0.0001,361,0.722,0.00862135,0.0141795,0.0251976,13.2611,0
dls,0.0001,362,0.724,0.00862856,0.0141809,0.0252558,13.2655,0
dls,0.0001,363,0.726,0.00863576,0.0141822,0.0253138,13.27,0
dls,0.0001,364,0.728,0.00864297,0.0141836,0.0253719,13.2745,0
dls,0.0001,365,0.73,0.00865016,0.014185,0.0254299,13.279,0
dls,0.0001,366,0.732,0.00865736,0.0141864,0.025488,13.2835,0
dls,0.0001,367,0.734,0.00866455,0.0141877,0.025546,13.2881,0
dls,0.0001,368,0.736,0.00867173,0.0141891,0.0256039,13.2926,0
dls,0.0001,369,0.738,0.00867892,0.0141905,0.0256619,13.2972,0
dls,0.0001,370,0.74,0.00868609,0.0141919,0.0257198,13.3018,0
dls,0.0001,371,0.742,0.00869327,0.0141933,0.0257777,13.3064,0
dls,0.0001,372,0.744,0.00870043,0.0141947,0.0258356,13.311,0
dls,0.0001,373,0.746,0.0087076,0.014196,0.0258934,13.3157,0
dls,0.0001,374,0.748,0.00871476,0.0141974,0.0259512,13.3203,0
dls,0.0001,375,0.75,0.00872191,0.0141988,0.026009,13.325,0
dls,0.0001,376,0.752,0.00872906,0.0142002,0.0260668,13.3297,0
dls,0.0001,377,0.754,0.00873621,0.0142016,0.0261245,13.3344,0
dls,0.0001,378,0.756,0.00874335,0.014203,0.0261822,13.3392,0
dls,0.0001,379,0.758,0.00875048,0.0142044,0.0262399,13.3439,0
dls,0.0001,380,0.76,0.00875761,0.0142058,0.0262976,13.3487,0
dls,0.0001,381,0.762,0.00876474,0.0142072,0.0263553,13.3535,0
dls,0.0001,382,0.764,0.00877186,0.0142086,0.0264129,13.3583,0
dls,0.0001,383,0.766,0.00877898,0.0142101,0.0264705,13.3631,0
dls,0.0001,384,0.768,0.00878609,0.0142115,0.026528,13.3679,0
dls,0.0001,385,0.77,0.00879319,0.0142129,0.0265856,13.3728,0
dls,0.0001,386,0.772,0.00880029,0.0142143,0.0266431,13.3777,0
dls,0.0001,387,0.774,0.00880739,0.0142157,0.0267006,13.3826,0
dls,0.0001,388,0.776,0.00881448,0.0142172,0.026758,13.3875,0
dls,0.0001,389,0.778,0.00882156,0.0142186,0.0268155,13.3924,0
dls,0.0001,390,0.78,0.00882864,0.01422,0.0268729,13.3973,0
dls,0.0001,391,0.782,0.00883571,0.0142215,0.0269303,13.4023,0
dls,0.0001,392,0.784,0.00884278,0.0142229,0.0269876,13.4073,0
dls,0.0001,393,0.786,0.00884984,0.0142243,0.027045,13.4123,0
dls,0.0001,394,0.788,0.0088569,0.0142258,0.0271023,13.4173,0
dls,0.0001,395,0.79,0.00886395,0.0142272,0.0271596,13.4223,0
dls,0.0001,396,0.792,0.00887099,0.0142287,0.0272168,13.4274,0
dls,0.0001,397,0.794,0.00887803,0.0142301,0.0272741,13.4325,0
dls,0.0001,398,0.796,0.00888506,0.0142316,0.0273313,13.4376,0
dls,0.0001,399,0.798,0.00889209,0.014233,0.0273884,13.4427,0
dls,0.0001,400,0.8,0.00889911,0.0142345,0.0274456,13.4478,0
dls,0.0001,401,0.802,0.00890612,0.014236,0.0275027,13.4529,0
dls,0.0001,402,0.804,0.00891313,0.0142374,0.0275598,13.4581,0
dls,0.0001,403,0.806,0.00892013,0.0142389,0.0276169,13.4633,0
dls,0.0001,404,0.808,0.00892713,0.0142404,0.0276739,13.4685,0
dls,0.0001,405,0.81,0.00893412,0.0142418,0.027731,13.4737,0
dls,0.0001,406,0.812,0.0089411,0.0142433,0.0277879,13.4789,0
dls,0.0001,407,0.814,0.00894808,0.0142448,0.0278449,13.4842,0
dls,0.0001,408,0.816,0.00895505,0.0142463,0.0279018,13.4895,0
dls,0.0001,409,0.818,0.00896201,0.0142478,0.0279588,13.4948,0
dls,0.0001,410,0.82,0.00896896,0.0142493,0.0280156,13.5001,0
dls,0.0001,411,0.822,0.00897591,0.0142508,0.0280725,13.5054,0
dls,0.0001,412,0.824,0.00898286,0.0142522,0.0281293,13.5108,0
dls,0.0001,413,0.826,0.00898979,0.0142537,0.0281861,13.5161,0
dls,0.0001,414,0.828,0.00899672,0.0142552,0.0282429,13.5215,0
dls,0.0001,415,0.83,0.00900364,0.0142568,0.0282997,13.5269,0
dls,0.0001,416,0.832,0.00901056,0.0142583,0.0283564,13.5323,0
dls,0.0001,417,0.834,0.00901747,0.0142598,0.0284131,13.5378,0
dls,0.0001,418,0.836,0.00902437,0.0142613,0.0284697,13.5432,0
dls,0.0001,419,0.838,0.00903126,0.0142628,0.0285264,13.5487,0
dls,0.0001,420,0.84,0.00903815,0.0142643,0.028583,13.5542,0
dls,0.0001,421,0.842,0.00904502,0.0142659,0.0286396,13.5597,0
dls,0.0001,422,0.844,0.0090519,0.0142674,0.0286961,13.5653,0
dls,0.0001,423,0.846,0.00905876,0.0142689,0.0287526,13.5708,0
dls,0.0001,424,0.848,0.00906562,0.0142704,0.0288091,13.5764,0
dls,0.0001,425,0.85,0.00907246,0.014272,0.0288656,13.582,0
dls,0.0001,426,0.852,0.00907931,0.0142735,0.0289221,13.5876,0
dls,0.0001,427,0.854,0.00908614,0.0142751,0.0289785,13.5933,0
dls,0.0001,428,0.856,0.00909296,0.0142766,0.0290349,13.5989,0
dls,0.0001,429,0.858,0.00909978,0.0142782,0.0290912,13.6046,0
dls,0.0001,430,0.86,0.00910659,0.0142797,0.0291475,13.6103,0
dls,0.0001,431,0.862,0.00911339,0.0142813,0.0292038,13.616,0
dls,0.0001,432,0.864,0.00912019,0.0142828,0.0292601,13.6217,0
dls,0.0001,433,0.866,0.00912697,0.0142844,0.0293164,13.6275,0
dls,0.0001,434,0.868,0.00913375,0.014286,0.0293726,13.6332,0
dls,0.0001,435,0.87,0.00914052,0.0142875,0.0294288,13.639,0
dls,0.0001,436,0.872,0.00914728,0.0142891,0.0294849,13.6448,0
dls,0.0001,437,0.874,0.00915404,0.0142907,0.0295411,13.6507,0
dls,0.0001,438,0.876,0.00916078,0.0142923,0.0295972,13.6565,0
dls,0.0001,439,0.878,0.00916752,0.0142938,0.0296532,13.6624,0
dls,0.0001,440,0.88,0.00917425,0.0142954,0.0297093,13.6683,0
dls,0.0001,441,0.882,0.00918097,0.014297,0.0297653,13.6742,0
dls,0.0001,442,0.884,0.00918768,0.0142986,0.0298213,13.6801,0
dls,0.0001,443,0.886,0.00919438,0.0143002,0.0298772,13.686,0
dls,0.0001,444,0.888,0.00920107,0.0143018,0.0299332,13.692,0
dls,0.0001,445,0.89,0.00920776,0.0143034,0.0299891,13.698,0
dls,0.0001,446,0.892,0.00921443,0.014305,0.0300449,13.704,0
dls,0.0001,447,0.894,0.0092211,0.0143066,0.0301008,13.71,0
dls,0.0001,448,0.896,0.00922776,0.0143082,0.0301566,13.7161,0
dls,0.0001,449,0.898,0.00923441,0.0143099,0.0302124,13.7221,0
dls,0.0001,450,0.9,0.00924105,0.0143115,0.0302681,13.7282,0
dls,0.0001,451,0.902,0.00924768,0.0143131,0.0303238,13.7343,0
dls,0.0001,452,0.904,0.0092543,0.0143147,0.0303795,13.7405,0
dls,0.0001,453,0.906,0.00926091,0.0143164,0.0304352,13.7466,0
dls,0.0001,454,0.908,0.00926752,0.014318,0.0304908,13.7528,0
dls,0.0001,455,0.91,0.00927411,0.0143196,0.0305464,13.759,0
dls,0.0001,456,0.912,0.0092807,0.0143213,0.030602,13.7652,0
dls,0.0001,457,0.914,0.00928727,0.0143229,0.0306576,13.7714,0
dls,0.0001,458,0.916,0.00929384,0.0143245,0.0307131,13.7776,0
dls,0.0001,459,0.918,0.00930039,0.0143262,0.0307685,13.7839,0
dls,0.0001,460,0.92,0.00930694,0.0143279,0.030824,13.7902,0
dls,0.0001,461,0.922,0.00931348,0.0143295,0.0308794,13.7965,0
dls,0.0001,462,0.924,0.00932,0.0143312,0.0309348,13.8028,0
dls,0.0001,463,0.926,0.00932652,0.0143328,0.0309902,13.8092,0
dls,0.0001,464,0.928,0.00933303,0.0143345,0.0310455,13.8156,0
dls,0.0001,465,0.93,0.00933953,0.0143362,0.0311008,13.822,0
dls,0.0001,466,0.932,0.00934602,0.0143378,0.0311561,13.8284,0
dls,0.0001,467,0.934,0.00935249,0.0143395,0.0312113,13.8348,0
dls,0.0001,468,0.936,0.00935896,0.0143412,0.0312665,13.8413,0
dls,0.0001,469,0.938,0.00936542,0.0143429,0.0313217,13.8478,0
dls,0.0001,470,0.94,0.00937187,0.0143446,0.0313769,13.8543,0
dls,0.0001,471,0.942,0.00937831,0.0143462,0.031432,13.8608,0
dls,0.0001,472,0.944,0.00938473,0.0143479,0.0314871,13.8673,0
dls,0.0001,473,0.946,0.00939115,0.0143496,0.0315421,13.8739,0
dls,0.0001,474,0.948,0.00939756,0.0143513,0.0315972,13.8805,0
dls,0.0001,475,0.95,0.00940395,0.014353,0.0316521,13.8871,0
dls,0.0001,476,0.952,0.00941034,0.0143547,0.0317071,13.8937,0
dls,0.0001,477,0.954,0.00941671,0.0143565,0.031762,13.9003,0
dls,0.0001,478,0.956,0.00942308,0.0143582,0.0318169,13.907,0
dls,0.0001,479,0.958,0.00942943,0.0143599,0.0318718,13.9137,0
dls,0.0001,480,0.96,0.00943578,0.0143616,0.0319267,13.9204,0
dls,0.0001,481,0.962,0.00944211,0.0143633,0.0319815,13.9271,0
dls,0.0001,482,0.964,0.00944843,0.014365,0.0320362,13.9339,0
dls,0.0001,483,0.966,0.00945474,0.0143668,0.032091,13.9407,0
dls,0.0001,484,0.968,0.00946104,0.0143685,0.0321457,13.9475,0
dls,0.0001,485,0.97,0.00946733,0.0143702,0.0322004,13.9543,0
dls,0.0001,486,0.972,0.00947361,0.014372,0.032255,13.9611,0
dls,0.0001,487,0.974,0.00947988,0.0143737,0.0323096,13.968,0
dls,0.0001,488,0.976,0.00948613,0.0143755,0.0323642,13.9749,0
dls,0.0001,489,0.978,0.00949238,0.0143772,0.0324188,13.9818,0
dls,0.0001,490,0.98,0.00949861,0.014379,0.0324733,13.9887,0
dls,0.0001,491,0.982,0.00950483,0.0143807,0.0325278,13.9957,0
dls,0.0001,492,0.984,0.00951104,0.0143825,0.0325822,14.0027,0
dls,0.0001,493,0.986,0.00951724,0.0143842,0.0326367,14.0097,0
dls,0.0001,494,0.988,0.00952343,0.014386,0.0326911,14.0167,0
dls,0.0001,495,0.99,0.00952961,0.0143878,0.0327454,14.0237,0
dls,0.0001,496,0.992,0.00953578,0.0143895,0.0327998,14.0308,0
dls,0.0001,497,0.994,0.00954193,0.0143913,0.032854,14.0379,0
dls,0.0001,498,0.996,0.00954807,0.0143931,0.0329083,14.045,0
dls,0.0001,499,0.998,0.0095542,0.0143949,0.0329625,14.0521,0
dls,0.0001,500,1.0,0.00956032,0.0143967,0.0330167,14.0593,0
dls,0.0001,501,1.002,0.00956643,0.0143984,0.0330709,14.0664,0
dls,0.0001,502,1.004,0.00957252,0.0144002,0.033125,14.0736,0
dls,0.0001,503,1.006,0.00957861,0.014402,0.0331791,14.0809,0
dls,0.0001,504,1.008,0.00958468,0.0144038,0.0332332,14.0881,0
dls,0.0001,505,1.01,0.00959074,0.0144056,0.0332872,14.0954,0
dls,0.0001,506,1.012,0.00959679,0.0144074,0.0333412,14.1027,0
dls,0.0001,507,1.014,0.00960282,0.0144092,0.0333952,14.11,0
dls,0.0001,508,1.016,0.00960885,0.014411,0.0334492,14.1173,0
dls,0.0001,509,1.018,0.00961486,0.0144128,0.0335031,14.1247,0
dls,0.0001,510,1.02,0.00962086,0.0144147,0.0335569,14.132,0
dls,0.0001,511,1.022,0.00962685,0.0144165,0.0336108,14.1394,0
dls,0.0001,512,1.024,0.00963282,0.0144183,0.0336646,14.1469,0
dls,0.0001,513,1.026,0.00963878,0.0144201,0.0337183,14.1543,0
dls,0.0001,514,1.028,0.00964473,0.0144219,0.0337721,14.1618,0
dls,0.0001,515,1.03,0.00965067,0.0144238,0.0338258,14.1693,0
dls,0.0001,516,1.032,0.0096566,0.0144256,0.0338794,14.1768,0
dls,0.0001,517,1.034,0.00966251,0.0144274,0.0339331,14.1844,0
dls,0.0001,518,1.036,0.00966841,0.0144293,0.0339867,14.1919,0
dls,0.0001,519,1.038,0.0096743,0.0144311,0.0340403,14.1995,0
dls,0.0001,520,1.04,0.00968017,0.014433,0.0340938,14.2071,0
dls,0.0001,521,1.042,0.00968604,0.0144348,0.0341473,14.2148,0
dls,0.0001,522,1.044,0.00969189,0.0144367,0.0342008,14.2224,0
dls,0.0001,523,1.046,0.00969772,0.0144385,0.0342542,14.2301,0
dls,0.0001,524,1.048,0.00970355,0.0144404,0.0343076,14.2378,0
dls,0.0001,525,1.05,0.00970936,0.0144422,0.034361,14.2456,0
dls,0.0001,526,1.052,0.00971516,0.0144441,0.0344143,14.2533,0
dls,0.0001,527,1.054,0.00972094,0.014446,0.0344676,14.2611,0
dls,0.0001,528,1.056,0.00972672,0.0144478,0.0345208,14.2689,0
dls,0.0001,529,1.058,0.00973247,0.0144497,0.0345741,14.2768,0
dls,0.0001,530,1.06,0.00973822,0.0144516,0.0346273,14.2846,0
dls,0.0001,531,1.062,0.00974395,0.0144535,0.0346804,14.2925,0
dls,0.0001,532,1.064,0.00974967,0.0144553,0.0347336,14.3004,0
dls,0.0001,533,1.066,0.00975538,0.0144572,0.0347866,14.3083,0
dls,0.0001,534,1.068,0.00976108,0.0144591,0.0348397,14.3163,0
dls,0.0001,535,1.07,0.00976676,0.014461,0.0348927,14.3243,0
dls,0.0001,536,1.072,0.00977242,0.0144629,0.0349457,14.3323,0
dls,0.0001,537,1.074,0.00977808,0.0144648,0.0349987,14.3403,0
dls,0.0001,538,1.076,0.00978372,0.0144667,0.0350516,14.3483,0
dls,0.0001,539,1.078,0.00978934,0.0144686,0.0351045,14.3564,0
dls,0.0001,540,1.08,0.00979496,0.0144705,0.0351573,14.3645,0
dls,0.0001,541,1.082,0.00980056,0.0144724,0.0352101,14.3726,0
dls,0.0001,542,1.084,0.00980614,0.0144743,0.0352629,14.3808,0
dls,0.0001,543,1.086,0.00981171,0.0144762,0.0353156,14.389,0
dls,0.0001,544,1.088,0.00981727,0.0144782,0.0353684,14.3972,0
dls,0.0001,545,1.09,0.00982282,0.0144801,0.035421,14.4054,0
dls,0.0001,546,1.092,0.00982835,0.014482,0.0354737,14.4137,0
dls,0.0001,547,1.094,0.00983387,0.0144839,0.0355263,14.4219,0
dls,0.0001,548,1.096,0.00983937,0.0144858,0.0355788,14.4302,0
dls,0.0001,549,1.098,0.00984486,0.0144878,0.0356314,14.4386,0
dls,0.0001,550,1.1,0.00985034,0.0144897,0.0356839,14.4469,0
dls,0.0001,551,1.102,0.0098558,0.0144916,0.0357363,14.4553,0
dls,0.0001,552,1.104,0.00986125,0.0144936,0.0357887,14.4637,0
dls,0.0001,553,1.106,0.00986668,0.0144955,0.0358411,14.4721,0
dls,0.0001,554,1.108,0.0098721,0.0144975,0.0358935,14.4806,0
dls,0.0001,555,1.11,0.00987751,0.0144994,0.0359458,14.4891,0
dls,0.0001,556,1.112,0.0098829,0.0145014,0.0359981,14.4976,0
dls,0.0001,557,1.114,0.00988828,0.0145033,0.0360503,14.5061,0
dls,0.0001,558,1.116,0.00989364,0.0145053,0.0361025,14.5147,0
dls,0.0001,559,1.118,0.00989899,0.0145072,0.0361547,14.5233,0
dls,0.0001,560,1.12,0.00990432,0.0145092,0.0362068,14.5319,0
dls,0.0001,561,1.122,0.00990964,0.0145112,0.0362589,14.5405,0
dls,0.0001,562,1.124,0.00991495,0.0145131,0.036311,14.5492,0
dls,0.0001,563,1.126,0.00992024,0.0145151,0.036363,14.5579,0
dls,0.0001,564,1.128,0.00992552,0.0145171,0.036415,14.5666,0
dls,0.0001,565,1.13,0.00993078,0.014519,0.036467,14.5753,0
dls,0.0001,566,1.132,0.00993603,0.014521,0.0365189,14.5841,0
dls,0.0001,567,1.134,0.00994126,0.014523,0.0365708,14.5929,0
dls,0.0001,568,1.136,0.00994648,0.014525,0.0366226,14.6017,0
dls,0.0001,569,1.138,0.00995168,0.014527,0.0366745,14.6106,0
dls,0.0001,570,1.14,0.00995687,0.014529,0.0367262,14.6194,0
dls,0.0001,571,1.142,0.00996205,0.0145309,0.036778,14.6283,0
dls,0.0001,572,1.144,0.00996721,0.0145329,0.0368297,14.6373,0
dls,0.0001,573,1.146,0.00997235,0.0145349,0.0368813,14.6462,0
dls,0.0001,574,1.148,0.00997748,0.0145369,0.036933,14.6552,0
dls,0.0001,575,1.15,0.0099826,0.0145389,0.0369845,14.6642,0
dls,0.0001,576,1.152,0.0099877,0.0145409,0.0370361,14.6733,0
dls,0.0001,577,1.154,0.00999279,0.0145429,0.0370876,14.6823,0
dls,0.0001,578,1.156,0.00999786,0.014545,0.0371391,14.6914,0
dls,0.0001,579,1.158,0.0100029,0.014547,0.0371905,14.7006,0
dls,0.0001,580,1.16,0.010008,0.014549,0.0372419,14.7097,0
dls,0.0001,581,1.162,0.010013,0.014551,0.0372933,14.7189,0
dls,0.0001,582,1.164,0.010018,0.014553,0.0373446,14.7281,0
dls,0.0001,583,1.166,0.010023,0.014555,0.0373959,14.7373,0
dls,0.0001,584,1.168,0.010028,0.0145571,0.0374472,14.7466,0
dls,0.0001,585,1.17,0.0100329,0.0145591,0.0374984,14.7559,0
dls,0.0001,586,1.172,0.0100379,0.0145611,0.0375496,14.7652,0
dls,0.0001,587,1.174,0.0100428,0.0145631,0.0376007,14.7746,0
dls,0.0001,588,1.176,0.0100477,0.0145652,0.0376518,14.7839,0
dls,0.0001,589,1.178,0.0100526,0.0145672,0.0377029,14.7933,0
dls,0.0001,590,1.18,0.0100575,0.0145693,0.0377539,14.8028,0
dls,0.0001,591,1.182,0.0100624,0.0145713,0.0378049,14.8122,0
dls,0.0001,592,1.184,0.0100673,0.0145733,0.0378559,14.8217,0
dls,0.0001,593,1.186,0.0100721,0.0145754,0.0379068,14.8312,0
dls,0.0001,594,1.188,0.0100769,0.0145774,0.0379577,14.8408,0
dls,0.0001,595,1.19,0.0100817,0.0145795,0.0380085,14.8503,0
dls,0.0001,596,1.192,0.0100865,0.0145815,0.0380593,14.86,0
dls,0.0001,597,1.194,0.0100913,0.0145836,0.0381101,14.8696,0
dls,0.0001,598,1.196,0.0100961,0.0145857,0.0381608,14.8792,0
dls,0.0001,599,1.198,0.0101008,0.0145877,0.0382115,14.8889,0
dls,0.0001,600,1.2,0.0101056,0.0145898,0.0382622,14.8987,0
dls,0.0001,601,1.202,0.0101103,0.0145918,0.0383128,14.9084,0
dls,0.0001,602,1.204,0.010115,0.0145939,0.0383633,14.9182,0
dls,0.0001,603,1.206,0.0101197,0.014596,0.0384139,14.928,0
dls,0.0001,604,1.208,0.0101243,0.0145981,0.0384644,14.9378,0
dls,0.0001,605,1.21,0.010129,0.0146001,0.0385148,14.9477,0
dls,0.0001,606,1.212,0.0101336,0.0146022,0.0385653,14.9576,0
dls,0.0001,607,1.214,0.0101383,0.0146043,0.0386156,14.9675,0
dls,0.0001,608,1.216,0.0101429,0.0146064,0.038666,14.9775,0
dls,0.0001,609,1.218,0.0101475,0.0146084,0.0387163,14.9875,0
dls,0.0001,610,1.22,0.010152,0.0146105,0.0387666,14.9975,0
dls,0.0001,611,1.222,0.0101566,0.0146126,0.0388168,15.0075,0
dls,0.0001,612,1.224,0.0101611,0.0146147,0.038867,15.0176,0
dls,0.0001,613,1.226,0.0101657,0.0146168,0.0389171,15.0277,0
dls,0.0001,614,1.228,0.0101702,0.0146189,0.0389672,15.0378,0
dls,0.0001,615,1.23,0.0101747,0.014621,0.0390173,15.048,0
dls,0.0001,616,1.232,0.0101791,0.0146231,0.0390673,15.0582,0
dls,0.0001,617,1.234,0.0101836,0.0146252,0.0391173,15.0684,0
dls,0.0001,618,1.236,0.010188,0.0146273,0.0391673,15.0787,0
dls,0.0001,619,1.238,0.0101925,0.0146294,0.0392172,15.089,0
dls,0.0001,620,1.24,0.0101969,0.0146315,0.0392671,15.0993,0
dls,0.0001,621,1.242,0.0102013,0.0146336,0.0393169,15.1097,0
dls,0.0001,622,1.244,0.0102057,0.0146357,0.0393667,15.12,0
dls,0.0001,623,1.246,0.01021,0.0146379,0.0394165,15.1305,0
dls,0.0001,624,1.248,0.0102144,0.01464,0.0394662,15.1409,0
dls,0.0001,625,1.25,0.0102187,0.0146421,0.0395158,15.1514,0
dls,0.0001,626,1.252,0.010223,0.0146442,0.0395655,15.1619,0
dls,0.0001,627,1.254,0.0102273,0.0146463,0.0396151,15.1724,0
dls,0.0001,628,1.256,0.0102316,0.0146485,0.0396646,15.183,0
dls,0.0001,629,1.258,0.0102359,0.0146506,0.0397142,15.1936,0
dls,0.0001,630,1.26,0.0102401,0.0146527,0.0397636,15.2042,0
dls,0.0001,631,1.262,0.0102444,0.0146549,0.0398131,15.2149,0
dls,0.0001,632,1.264,0.0102486,0.014657,0.0398625,15.2256,0
dls,0.0001,633,1.266,0.0102528,0.0146591,0.0399118,15.2363,0
dls,0.0001,634,1.268,0.010257,0.0146613,0.0399612,15.2471,0
dls,0.0001,635,1.27,0.0102611,0.0146634,0.0400104,15.2579,0
dls,0.0001,636,1.272,0.0102653,0.0146655,0.0400597,15.2687,0
dls,0.0001,637,1.274,0.0102694,0.0146677,0.0401089,15.2796,0
dls,0.0001,638,1.276,0.0102735,0.0146698,0.040158,15.2905,0
dls,0.0001,639,1.278,0.0102776,0.014672,0.0402072,15.3014,0
dls,0.0001,640,1.28,0.0102817,0.0146741,0.0402562,15.3124,0
dls,0.0001,641,1.282,0.0102858,0.0146763,0.0403053,15.3234,0
dls,0.0001,642,1.284,0.0102898,0.0146784,0.0403543,15.3344,0
dls,0.0001,643,1.286,0.0102939,0.0146806,0.0404032,15.3455,0
dls,0.0001,644,1.288,0.0102979,0.0146827,0.0404522,15.3565,0
dls,0.0001,645,1.29,0.0103019,0.0146849,0.040501,15.3677,0
dls,0.0001,646,1.292,0.0103059,0.0146871,0.0405499,15.3788,0
dls,0.0001,647,1.294,0.0103098,0.0146892,0.0405987,15.39,0
dls,0.0001,648,1.296,0.0103138,0.0146914,0.0406474,15.4013,0
dls,0.0001,649,1.298,0.0103177,0.0146936,0.0406961,15.4125,0
dls,0.0001,650,1.3,0.0103216,0.0146957,0.0407448,15.4238,0
dls,0.0001,651,1.302,0.0103255,0.0146979,0.0407934,15.4351,0
dls,0.0001,652,1.304,0.0103294,0.0147001,0.040842,15.4465,0
dls,0.0001,653,1.306,0.0103333,0.0147022,0.0408906,15.4579,0
dls,0.0001,654,1.308,0.0103371,0.0147044,0.0409391,15.4693,0
dls,0.0001,655,1.31,0.0103409,0.0147066,0.0409876,15.4808,0
dls,0.0001,656,1.312,0.0103448,0.0147088,0.041036,15.4923,0
dls,0.0001,657,1.314,0.0103485,0.014711,0.0410844,15.5038,0
dls,0.0001,658,1.316,0.0103523,0.0147131,0.0411327,15.5154,0
dls,0.0001,659,1.318,0.0103561,0.0147153,0.041181,15.527,0
dls,0.0001,660,1.32,0.0103598,0.0147175,0.0412293,15.5386,0
dls,0.0001,661,1.322,0.0103636,0.0147197,0.0412775,15.5503,0
dls,0.0001,662,1.324,0.0103673,0.0147219,0.0413257,15.562,0
dls,0.0001,663,1.326,0.010371,0.0147241,0.0413738,15.5737,0
dls,0.0001,664,1.328,0.0103746,0.0147263,0.0414219,15.5855,0
dls,0.0001,665,1.33,0.0103783,0.0147285,0.04147,15.5973,0
dls,0.0001,666,1.332,0.0103819,0.0147307,0.041518,15.6092,0
dls,0.0001,667,1.334,0.0103856,0.0147329,0.041566,15.6211,0
dls,0.0001,668,1.336,0.0103892,0.0147351,0.0416139,15.633,0
dls,0.0001,669,1.338,0.0103927,0.0147373,0.0416618,15.6449,0
dls,0.0001,670,1.34,0.0103963,0.0147395,0.0417097,15.6569,0
dls,0.0001,671,1.342,0.0103999,0.0147417,0.0417575,15.669,0
dls,0.0001,672,1.344,0.0104034,0.0147439,0.0418052,15.681,0
dls,0.0001,673,1.346,0.0104069,0.0147461,0.041853,15.6931,0
dls,0.0001,674,1.348,0.0104104,0.0147483,0.0419006,15.7053,0
dls,0.0001,675,1.35,0.0104139,0.0147505,0.0419483,15.7174,0
dls,0.0001,676,1.352,0.0104174,0.0147527,0.0419959,15.7297,0
dls,0.0001,677,1.354,0.0104208,0.014755,0.0420434,15.7419,0
dls,0.0001,678,1.356,0.0104243,0.0147572,0.0420909,15.7542,0
dls,0.0001,679,1.358,0.0104277,0.0147594,0.0421384,15.7665,0
dls,0.0001,680,1.36,0.0104311,0.0147616,0.0421858,15.7789,0
dls,0.0001,681,1.362,0.0104345,0.0147638,0.0422332,15.7913,0
dls,0.0001,682,1.364,0.0104378,0.0147661,0.0422806,15.8037,0
dls,0.0001,683,1.366,0.0104412,0.0147683,0.0423279,15.8162,0
dls,0.0001,684,1.368,0.0104445,0.0147705,0.0423751,15.8287,0
dls,0.0001,685,1.37,0.0104478,0.0147727,0.0424224,15.8412,0
dls,0.0001,686,1.372,0.0104511,0.014775,0.0424695,15.8538,0
dls,0.0001,687,1.374,0.0104544,0.0147772,0.0425167,15.8664,0
dls,0.0001,688,1.376,0.0104576,0.0147794,0.0425638,15.8791,0
dls,0.0001,689,1.378,0.0104609,0.0147817,0.0426108,15.8918,0
dls,0.0001,690,1.38,0.0104641,0.0147839,0.0426578,15.9045,0
dls,0.0001,691,1.382,0.0104673,0.0147861,0.0427048,15.9173,0
dls,0.0001,692,1.384,0.0104705,0.0147884,0.0427517,15.9301,0
dls,0.0001,693,1.386,0.0104736,0.0147906,0.0427986,15.943,0
dls,0.0001,694,1.388,0.0104768,0.0147929,0.0428454,15.9559,0
dls,0.0001,695,1.39,0.0104799,0.0147951,0.0428922,15.9688,0
dls,0.0001,696,1.392,0.010483,0.0147973,0.042939,15.9818,0
dls,0.0001,697,1.394,0.0104861,0.0147996,0.0429857,15.9948,0
dls,0.0001,698,1.396,0.0104892,0.0148018,0.0430323,16.0078,0
dls,0.0001,699,1.398,0.0104923,0.0148041,0.0430789,16.0209,0
dls,0.0001,700,1.4,0.0104953,0.0148063,0.0431255,16.034,0
dls,0.0001,701,1.402,0.0104983,0.0148086,0.0431721,16.0472,0
dls,0.0001,702,1.404,0.0105013,0.0148108,0.0432185,16.0604,0
dls,0.0001,703,1.406,0.0105043,0.0148131,0.043265,16.0737,0
dls,0.0001,704,1.408,0.0105073,0.0148153,0.0433114,16.087,0
dls,0.0001,705,1.41,0.0105103,0.0148176,0.0433578,16.1003,0
dls,0.0001,706,1.412,0.0105132,0.0148199,0.0434041,16.1137,0
dls,0.0001,707,1.414,0.0105161,0.0148221,0.0434504,16.1271,0
dls,0.0001,708,1.416,0.010519,0.0148244,0.0434966,16.1405,0
dls,0.0001,709,1.418,0.0105219,0.0148266,0.0435428,16.154,0
dls,0.0001,710,1.42,0.0105248,0.0148289,0.0435889,16.1675,0
dls,0.0001,711,1.422,0.0105276,0.0148312,0.043635,16.1811,0
dls,0.0001,712,1.424,0.0105304,0.0148334,0.0436811,16.1947,0
dls,0.0001,713,1.426,0.0105332,0.0148357,0.0437271,16.2084,0
dls,0.0001,714,1.428,0.010536,0.014838,0.0437731,16.2221,0
dls,0.0001,715,1.43,0.0105388,0.0148402,0.043819,16.2358,0
dls,0.0001,716,1.432,0.0105416,0.0148425,0.0438649,16.2496,0
dls,0.0001,717,1.434,0.0105443,0.0148448,0.0439107,16.2634,0
dls,0.0001,718,1.436,0.010547,0.014847,0.0439565,16.2773,0
dls,0.0001,719,1.438,0.0105497,0.0148493,0.0440023,16.2912,0
